,pred,true_label,fold
104,gamma,alpha,4
105,alpha,alpha,4
106,gamma,gamma,4
107,gamma,alpha,4
108,gamma,gamma,4
109,alpha,alpha,4
110,beta,beta,4
111,alpha,alpha,4
112,not applicable,not applicable,4
113,gamma,alpha,4
114,alpha,alpha,4
115,not applicable,alpha,4
116,gamma,gamma,4
117,alpha,alpha,4
118,gamma,gamma,4
119,gamma,gamma,4
120,delta,delta,4
121,alpha,alpha,4
122,not applicable,not applicable,4
123,alpha,alpha,4
124,not applicable,not applicable,4
125,not applicable,not applicable,4
126,alpha,alpha,4
127,not applicable,not applicable,4
128,alpha,alpha,4
129,not applicable,not applicable,4
130,alpha,alpha,4
131,alpha,alpha,4
132,unclassified endocrine,not applicable,4
133,alpha,alpha,4
134,alpha,alpha,4
135,alpha,alpha,4
136,alpha,alpha,4
137,delta,delta,4
138,acinar,acinar,4
139,not applicable,not applicable,4
140,alpha,alpha,4
141,not applicable,not applicable,4
142,not applicable,not applicable,4
143,acinar,acinar,4
144,gamma,gamma,4
145,alpha,not applicable,4
146,not applicable,not applicable,4
147,not applicable,not applicable,4
148,alpha,alpha,4
149,alpha,alpha,4
150,alpha,alpha,4
151,epsilon,epsilon,4
152,alpha,alpha,4
153,not applicable,not applicable,4
154,not applicable,not applicable,4
155,alpha,alpha,4
156,gamma,gamma,4
157,not applicable,not applicable,4
158,ductal,ductal,4
159,alpha,alpha,4
160,PSC,alpha,4
161,not applicable,not applicable,4
162,unclassified endocrine,not applicable,4
163,not applicable,not applicable,4
164,not applicable,not applicable,4
165,not applicable,not applicable,4
166,not applicable,not applicable,4
167,not applicable,not applicable,4
168,delta,delta,4
169,alpha,alpha,4
170,not applicable,not applicable,4
171,alpha,alpha,4
172,alpha,alpha,4
173,beta,beta,4
174,gamma,gamma,4
175,delta,delta,4
176,not applicable,not applicable,4
177,not applicable,not applicable,4
178,endothelial,unclassified,4
179,not applicable,not applicable,4
180,not applicable,unclassified endocrine,4
181,unclassified endocrine,not applicable,4
182,not applicable,alpha,4
183,epsilon,epsilon,4
184,gamma,gamma,4
185,alpha,alpha,4
186,not applicable,not applicable,4
187,not applicable,not applicable,4
188,not applicable,not applicable,4
189,not applicable,not applicable,4
190,gamma,gamma,4
191,not applicable,not applicable,4
192,gamma,gamma,4
193,alpha,alpha,4
194,beta,beta,4
195,alpha,alpha,4
196,alpha,alpha,4
197,ductal,ductal,4
198,not applicable,not applicable,4
199,endothelial,endothelial,4
200,ductal,not applicable,4
201,co-expression,gamma,4
202,alpha,beta,4
203,not applicable,not applicable,4
204,alpha,alpha,4
205,gamma,alpha,4
206,acinar,acinar,4
207,alpha,not applicable,4
208,not applicable,alpha,4
209,unclassified endocrine,not applicable,4
210,not applicable,not applicable,4
211,delta,delta,4
212,not applicable,not applicable,4
213,alpha,alpha,4
214,beta,beta,4
215,not applicable,not applicable,4
216,alpha,alpha,4
217,acinar,not applicable,4
218,beta,beta,4
219,not applicable,not applicable,4
220,not applicable,not applicable,4
221,alpha,alpha,4
222,beta,beta,4
223,not applicable,alpha,4
224,not applicable,not applicable,4
225,beta,beta,4
226,gamma,gamma,4
227,alpha,alpha,4
228,delta,delta,4
229,not applicable,not applicable,4
230,alpha,alpha,4
231,not applicable,not applicable,4
232,beta,beta,4
233,ductal,ductal,4
234,ductal,ductal,4
235,gamma,gamma,4
236,alpha,alpha,4
237,not applicable,not applicable,4
238,not applicable,not applicable,4
239,not applicable,not applicable,4
240,not applicable,alpha,4
241,co-expression,alpha,4
242,not applicable,not applicable,4
243,not applicable,not applicable,4
244,PSC,PSC,4
245,not applicable,not applicable,4
246,not applicable,not applicable,4
247,beta,beta,4
248,beta,beta,4
249,acinar,acinar,4
250,acinar,acinar,4
251,not applicable,not applicable,4
252,not applicable,not applicable,4
253,acinar,acinar,4
254,not applicable,not applicable,4
255,acinar,acinar,4
256,not applicable,not applicable,4
257,beta,beta,4
258,ductal,ductal,4
259,not applicable,not applicable,4
260,ductal,ductal,4
261,acinar,acinar,4
262,beta,beta,4
263,not applicable,not applicable,4
264,ductal,not applicable,4
265,acinar,not applicable,4
266,acinar,acinar,4
267,not applicable,not applicable,4
268,not applicable,not applicable,4
269,acinar,acinar,4
270,acinar,acinar,4
271,beta,beta,4
272,alpha,alpha,4
273,alpha,not applicable,4
274,not applicable,not applicable,4
275,not applicable,not applicable,4
276,acinar,not applicable,4
277,ductal,ductal,4
278,acinar,acinar,4
279,alpha,alpha,4
280,not applicable,not applicable,4
281,acinar,acinar,4
282,not applicable,not applicable,4
283,not applicable,not applicable,4
284,ductal,ductal,4
285,acinar,acinar,4
286,gamma,gamma,4
287,gamma,gamma,4
288,ductal,ductal,4
289,ductal,not applicable,4
290,ductal,ductal,4
291,unclassified endocrine,not applicable,4
292,alpha,alpha,4
293,ductal,ductal,4
294,acinar,acinar,4
295,beta,beta,4
296,not applicable,not applicable,4
297,beta,beta,4
298,not applicable,not applicable,4
299,not applicable,not applicable,4
300,not applicable,not applicable,4
301,acinar,acinar,4
302,co-expression,co-expression,4
303,not applicable,not applicable,4
304,unclassified endocrine,not applicable,4
305,co-expression,co-expression,4
306,ductal,ductal,4
307,acinar,acinar,4
308,not applicable,not applicable,4
309,gamma,gamma,4
310,not applicable,not applicable,4
311,acinar,acinar,4
312,beta,beta,4
313,not applicable,not applicable,4
314,alpha,alpha,4
315,acinar,acinar,4
316,acinar,acinar,4
317,alpha,alpha,4
318,not applicable,not applicable,4
319,co-expression,co-expression,4
320,ductal,ductal,4
321,ductal,ductal,4
322,beta,not applicable,4
323,not applicable,not applicable,4
324,alpha,alpha,4
325,not applicable,not applicable,4
326,gamma,co-expression,4
327,alpha,alpha,4
328,alpha,gamma,4
329,not applicable,not applicable,4
330,not applicable,not applicable,4
331,not applicable,not applicable,4
332,beta,beta,4
333,not applicable,not applicable,4
334,not applicable,not applicable,4
335,not applicable,not applicable,4
336,alpha,not applicable,4
337,not applicable,not applicable,4
338,alpha,alpha,4
339,endothelial,endothelial,4
340,alpha,not applicable,4
341,alpha,not applicable,4
342,alpha,not applicable,4
343,beta,beta,4
344,not applicable,not applicable,4
345,alpha,alpha,4
346,alpha,not applicable,4
347,alpha,alpha,4
348,alpha,alpha,4
349,alpha,alpha,4
350,ductal,ductal,4
351,alpha,alpha,4
352,not applicable,not applicable,4
353,alpha,alpha,4
354,alpha,alpha,4
355,PSC,PSC,4
356,not applicable,not applicable,4
357,beta,beta,4
358,not applicable,alpha,4
359,alpha,alpha,4
360,gamma,not applicable,4
361,not applicable,not applicable,4
362,not applicable,not applicable,4
363,not applicable,not applicable,4
364,not applicable,not applicable,4
365,alpha,alpha,4
366,alpha,alpha,4
367,alpha,alpha,4
368,not applicable,not applicable,4
369,not applicable,not applicable,4
370,mast,not applicable,4
371,alpha,alpha,4
372,not applicable,not applicable,4
373,not applicable,not applicable,4
374,ductal,not applicable,4
375,alpha,alpha,4
376,alpha,alpha,4
377,alpha,not applicable,4
378,alpha,alpha,4
379,beta,beta,4
380,alpha,alpha,4
381,not applicable,not applicable,4
382,alpha,not applicable,4
383,alpha,not applicable,4
384,ductal,ductal,4
385,alpha,alpha,4
386,delta,delta,4
387,alpha,not applicable,4
388,not applicable,not applicable,4
389,beta,beta,4
390,ductal,ductal,4
391,not applicable,not applicable,4
392,ductal,ductal,4
393,ductal,ductal,4
394,not applicable,ductal,4
395,co-expression,co-expression,4
396,alpha,alpha,4
397,not applicable,not applicable,4
398,not applicable,not applicable,4
399,alpha,alpha,4
400,ductal,ductal,4
401,alpha,alpha,4
402,not applicable,beta,4
403,alpha,alpha,4
404,not applicable,not applicable,4
405,delta,delta,4
406,alpha,alpha,4
407,ductal,ductal,4
408,alpha,alpha,4
409,not applicable,not applicable,4
410,acinar,acinar,4
411,alpha,alpha,4
412,not applicable,not applicable,4
413,ductal,MHC class II,4
414,alpha,alpha,4
415,alpha,alpha,4
416,alpha,alpha,4
417,ductal,ductal,4
418,not applicable,alpha,4
419,alpha,alpha,4
420,ductal,ductal,4
421,alpha,alpha,4
422,acinar,acinar,4
423,gamma,gamma,4
424,alpha,alpha,4
425,alpha,alpha,4
426,PSC,PSC,4
427,ductal,ductal,4
428,ductal,ductal,4
429,alpha,alpha,4
430,PSC,PSC,4
431,ductal,ductal,4
432,alpha,alpha,4
433,PSC,PSC,4
434,ductal,ductal,4
435,ductal,not applicable,4
436,beta,beta,4
437,not applicable,not applicable,4
438,ductal,ductal,4
439,ductal,ductal,4
440,gamma,alpha,4
441,delta,delta,4
442,alpha,alpha,4
443,alpha,alpha,4
444,alpha,alpha,4
445,not applicable,not applicable,4
446,alpha,alpha,4
447,gamma,alpha,4
448,alpha,alpha,4
449,not applicable,not applicable,4
450,acinar,acinar,4
451,not applicable,not applicable,4
452,ductal,not applicable,4
453,not applicable,not applicable,4
454,alpha,alpha,4
455,ductal,ductal,4
456,ductal,ductal,4
457,ductal,ductal,4
458,ductal,ductal,4
459,not applicable,not applicable,4
460,not applicable,not applicable,4
461,alpha,not applicable,4
462,not applicable,not applicable,4
463,not applicable,not applicable,4
464,not applicable,not applicable,4
465,acinar,acinar,4
466,alpha,alpha,4
467,alpha,alpha,4
468,alpha,not applicable,4
469,not applicable,not applicable,4
470,ductal,not applicable,4
471,not applicable,not applicable,4
472,not applicable,not applicable,4
473,not applicable,not applicable,4
474,not applicable,not applicable,4
475,co-expression,co-expression,4
476,not applicable,not applicable,4
477,not applicable,not applicable,4
478,not applicable,not applicable,4
479,not applicable,not applicable,4
480,delta,delta,4
481,not applicable,not applicable,4
482,not applicable,alpha,4
483,not applicable,not applicable,4
484,not applicable,not applicable,4
485,not applicable,not applicable,4
486,not applicable,not applicable,4
487,alpha,alpha,4
488,not applicable,not applicable,4
489,not applicable,not applicable,4
490,beta,beta,4
491,ductal,ductal,4
492,ductal,not applicable,4
493,alpha,not applicable,4
494,alpha,alpha,4
495,mast,not applicable,4
496,ductal,not applicable,4
497,acinar,not applicable,4
498,not applicable,alpha,4
499,not applicable,not applicable,4
500,ductal,ductal,4
501,not applicable,not applicable,4
502,alpha,not applicable,4
503,not applicable,not applicable,4
504,not applicable,not applicable,4
505,not applicable,not applicable,4
506,not applicable,not applicable,4
507,alpha,not applicable,4
508,not applicable,not applicable,4
509,delta,delta,4
510,not applicable,not applicable,4
511,not applicable,not applicable,4
512,not applicable,not applicable,4
513,not applicable,not applicable,4
514,not applicable,not applicable,4
515,not applicable,not applicable,4
516,alpha,not applicable,4
517,not applicable,not applicable,4
518,alpha,alpha,4
519,not applicable,not applicable,4
520,ductal,not applicable,4
521,alpha,not applicable,4
522,ductal,ductal,4
523,unclassified endocrine,not applicable,4
524,not applicable,not applicable,4
525,not applicable,not applicable,4
526,not applicable,not applicable,4
527,not applicable,not applicable,4
528,alpha,alpha,4
529,endothelial,PSC,4
530,not applicable,not applicable,4
531,alpha,alpha,4
532,not applicable,not applicable,4
533,alpha,alpha,4
534,not applicable,not applicable,4
535,alpha,not applicable,4
536,alpha,not applicable,4
537,ductal,not applicable,4
538,alpha,not applicable,4
539,not applicable,not applicable,4
540,co-expression,not applicable,4
541,alpha,alpha,4
542,not applicable,not applicable,4
543,beta,not applicable,4
544,not applicable,alpha,4
545,not applicable,not applicable,4
546,not applicable,not applicable,4
547,alpha,alpha,4
548,ductal,ductal,4
549,not applicable,not applicable,4
550,not applicable,not applicable,4
551,alpha,alpha,4
552,ductal,ductal,4
553,alpha,alpha,4
554,acinar,acinar,4
555,alpha,alpha,4
556,not applicable,not applicable,4
557,ductal,ductal,4
558,not applicable,not applicable,4
559,ductal,ductal,4
560,alpha,alpha,4
561,gamma,gamma,4
562,ductal,ductal,4
563,ductal,ductal,4
564,acinar,acinar,4
565,not applicable,not applicable,4
566,PSC,PSC,4
567,ductal,ductal,4
568,not applicable,not applicable,4
569,alpha,alpha,4
570,alpha,alpha,4
571,not applicable,not applicable,4
572,acinar,acinar,4
573,not applicable,not applicable,4
574,ductal,ductal,4
575,ductal,ductal,4
576,acinar,acinar,4
577,alpha,alpha,4
578,alpha,alpha,4
579,ductal,ductal,4
580,ductal,ductal,4
581,ductal,ductal,4
582,not applicable,not applicable,4
583,ductal,ductal,4
584,alpha,alpha,4
585,not applicable,not applicable,4
586,not applicable,not applicable,4
587,not applicable,not applicable,4
588,not applicable,not applicable,4
589,ductal,ductal,4
590,not applicable,not applicable,4
591,alpha,alpha,4
592,ductal,ductal,4
593,not applicable,unclassified endocrine,4
594,not applicable,not applicable,4
595,acinar,acinar,4
596,alpha,alpha,4
597,PSC,PSC,4
598,not applicable,not applicable,4
599,gamma,alpha,4
600,ductal,ductal,4
601,alpha,alpha,4
602,ductal,ductal,4
603,alpha,alpha,4
604,acinar,acinar,4
605,not applicable,not applicable,4
606,alpha,alpha,4
607,beta,beta,4
608,not applicable,unclassified endocrine,4
609,not applicable,not applicable,4
610,alpha,alpha,4
611,PSC,PSC,4
612,not applicable,unclassified endocrine,4
613,not applicable,not applicable,4
614,ductal,ductal,4
615,ductal,ductal,4
616,beta,beta,4
617,ductal,ductal,4
618,not applicable,alpha,4
619,gamma,gamma,4
620,ductal,ductal,4
621,alpha,alpha,4
622,ductal,ductal,4
623,ductal,ductal,4
624,ductal,ductal,4
625,ductal,ductal,4
626,beta,beta,4
627,beta,beta,4
628,gamma,gamma,4
629,delta,delta,4
630,beta,beta,4
631,delta,delta,4
632,not applicable,not applicable,4
633,not applicable,not applicable,4
634,ductal,ductal,4
635,delta,delta,4
636,beta,beta,4
637,beta,beta,4
638,not applicable,not applicable,4
639,gamma,gamma,4
640,alpha,alpha,4
641,delta,delta,4
642,alpha,alpha,4
643,not applicable,not applicable,4
644,alpha,alpha,4
645,not applicable,not applicable,4
646,alpha,alpha,4
647,gamma,gamma,4
648,beta,beta,4
649,alpha,alpha,4
650,beta,beta,4
651,ductal,ductal,4
652,delta,delta,4
653,ductal,ductal,4
654,not applicable,not applicable,4
655,PSC,PSC,4
656,ductal,not applicable,4
657,ductal,ductal,4
658,ductal,ductal,4
659,ductal,ductal,4
660,not applicable,not applicable,4
661,beta,beta,4
662,alpha,alpha,4
663,alpha,alpha,4
664,not applicable,not applicable,4
665,alpha,alpha,4
666,ductal,ductal,4
667,beta,beta,4
668,ductal,ductal,4
669,acinar,acinar,4
670,alpha,alpha,4
671,delta,co-expression,4
672,alpha,alpha,4
673,alpha,alpha,4
674,not applicable,not applicable,4
675,beta,beta,4
676,not applicable,not applicable,4
677,ductal,ductal,4
678,gamma,gamma,4
679,alpha,alpha,4
680,not applicable,not applicable,4
681,beta,beta,4
682,gamma,gamma,4
683,acinar,acinar,4
684,not applicable,not applicable,4
685,alpha,alpha,4
686,gamma,gamma,4
687,ductal,not applicable,4
688,beta,beta,4
689,ductal,ductal,4
690,not applicable,not applicable,4
691,alpha,alpha,4
692,beta,beta,4
693,not applicable,not applicable,4
694,mast,mast,4
695,beta,beta,4
696,PSC,PSC,4
697,beta,beta,4
698,gamma,gamma,4
699,gamma,gamma,4
700,not applicable,not applicable,4
701,beta,beta,4
702,beta,beta,4
0,not applicable,not applicable,5
1,not applicable,ductal,5
2,not applicable,unclassified endocrine,5
3,delta,delta,5
4,alpha,alpha,5
5,not applicable,not applicable,5
6,alpha,alpha,5
7,delta,delta,5
8,ductal,ductal,5
9,alpha,not applicable,5
10,alpha,alpha,5
11,beta,unclassified endocrine,5
12,not applicable,not applicable,5
13,MHC class II,MHC class II,5
14,alpha,alpha,5
15,beta,beta,5
16,alpha,alpha,5
17,alpha,alpha,5
18,not applicable,not applicable,5
19,not applicable,not applicable,5
20,gamma,gamma,5
21,beta,beta,5
22,not applicable,not applicable,5
23,acinar,not applicable,5
24,acinar,acinar,5
25,beta,beta,5
26,not applicable,not applicable,5
27,not applicable,not applicable,5
28,alpha,alpha,5
29,delta,delta,5
30,unclassified endocrine,not applicable,5
31,ductal,ductal,5
32,beta,beta,5
33,beta,beta,5
34,unclassified endocrine,unclassified endocrine,5
35,acinar,acinar,5
36,alpha,alpha,5
37,delta,delta,5
38,gamma,gamma,5
39,not applicable,not applicable,5
40,not applicable,not applicable,5
41,alpha,alpha,5
42,acinar,acinar,5
43,beta,beta,5
44,gamma,gamma,5
45,unclassified endocrine,not applicable,5
46,beta,beta,5
47,alpha,alpha,5
48,unclassified endocrine,not applicable,5
49,acinar,acinar,5
50,alpha,alpha,5
51,alpha,alpha,5
52,beta,beta,5
53,alpha,alpha,5
54,alpha,alpha,5
55,alpha,alpha,5
56,alpha,alpha,5
57,delta,delta,5
58,alpha,alpha,5
59,alpha,alpha,5
60,ductal,ductal,5
61,not applicable,not applicable,5
62,not applicable,not applicable,5
63,not applicable,not applicable,5
64,beta,beta,5
65,ductal,ductal,5
66,acinar,acinar,5
67,alpha,not applicable,5
68,acinar,acinar,5
69,alpha,alpha,5
70,alpha,alpha,5
71,alpha,alpha,5
72,alpha,alpha,5
73,not applicable,not applicable,5
74,alpha,alpha,5
75,beta,beta,5
76,beta,co-expression,5
77,alpha,alpha,5
78,delta,delta,5
79,alpha,alpha,5
80,alpha,alpha,5
81,not applicable,not applicable,5
82,not applicable,not applicable,5
83,alpha,alpha,5
84,alpha,alpha,5
85,not applicable,not applicable,5
86,beta,co-expression,5
87,gamma,gamma,5
88,alpha,alpha,5
89,not applicable,not applicable,5
90,not applicable,unclassified endocrine,5
91,gamma,gamma,5
92,alpha,alpha,5
93,delta,delta,5
94,beta,beta,5
95,not applicable,not applicable,5
96,not applicable,not applicable,5
97,not applicable,not applicable,5
98,not applicable,not applicable,5
99,not applicable,not applicable,5
100,gamma,gamma,5
101,not applicable,not applicable,5
102,delta,unclassified endocrine,5
103,gamma,gamma,5
104,gamma,gamma,5
105,not applicable,not applicable,5
106,alpha,alpha,5
107,alpha,alpha,5
108,alpha,alpha,5
109,gamma,gamma,5
110,not applicable,not applicable,5
111,alpha,alpha,5
112,not applicable,not applicable,5
113,not applicable,not applicable,5
114,not applicable,not applicable,5
115,alpha,alpha,5
116,gamma,gamma,5
117,alpha,alpha,5
118,alpha,alpha,5
119,not applicable,not applicable,5
120,acinar,acinar,5
121,alpha,alpha,5
122,not applicable,not applicable,5
123,alpha,alpha,5
124,gamma,gamma,5
125,gamma,gamma,5
126,not applicable,not applicable,5
127,gamma,gamma,5
128,not applicable,not applicable,5
129,not applicable,not applicable,5
130,not applicable,not applicable,5
131,alpha,alpha,5
132,not applicable,not applicable,5
133,alpha,alpha,5
134,not applicable,not applicable,5
135,not applicable,not applicable,5
136,alpha,alpha,5
137,alpha,alpha,5
138,gamma,gamma,5
139,not applicable,not applicable,5
140,not applicable,not applicable,5
141,alpha,alpha,5
142,not applicable,not applicable,5
143,alpha,alpha,5
144,alpha,alpha,5
145,alpha,alpha,5
146,alpha,alpha,5
147,alpha,alpha,5
148,alpha,alpha,5
149,alpha,alpha,5
150,alpha,alpha,5
151,not applicable,not applicable,5
152,alpha,alpha,5
153,gamma,gamma,5
154,not applicable,not applicable,5
155,not applicable,not applicable,5
156,alpha,alpha,5
157,alpha,alpha,5
158,gamma,gamma,5
159,alpha,alpha,5
160,not applicable,not applicable,5
161,beta,beta,5
162,alpha,alpha,5
163,PSC,PSC,5
164,beta,beta,5
165,beta,beta,5
166,not applicable,not applicable,5
167,alpha,alpha,5
168,co-expression,co-expression,5
169,alpha,alpha,5
170,gamma,gamma,5
171,alpha,alpha,5
172,beta,beta,5
173,alpha,alpha,5
174,alpha,alpha,5
175,alpha,alpha,5
176,alpha,alpha,5
177,beta,beta,5
178,not applicable,not applicable,5
179,beta,beta,5
180,endothelial,endothelial,5
181,epsilon,epsilon,5
182,not applicable,not applicable,5
183,alpha,alpha,5
184,ductal,ductal,5
185,alpha,alpha,5
186,beta,beta,5
187,not applicable,not applicable,5
188,alpha,alpha,5
189,alpha,alpha,5
190,not applicable,not applicable,5
191,PSC,PSC,5
192,alpha,alpha,5
193,alpha,alpha,5
194,alpha,alpha,5
195,alpha,alpha,5
196,not applicable,not applicable,5
197,alpha,alpha,5
198,delta,delta,5
199,not applicable,not applicable,5
200,not applicable,not applicable,5
201,not applicable,not applicable,5
202,not applicable,not applicable,5
203,gamma,gamma,5
204,not applicable,not applicable,5
205,not applicable,unclassified endocrine,5
206,co-expression,alpha,5
207,not applicable,not applicable,5
208,gamma,not applicable,5
209,not applicable,unclassified endocrine,5
210,not applicable,not applicable,5
211,not applicable,not applicable,5
212,beta,beta,5
213,not applicable,not applicable,5
214,alpha,alpha,5
215,not applicable,not applicable,5
216,gamma,gamma,5
217,alpha,alpha,5
218,beta,beta,5
219,ductal,ductal,5
220,co-expression,not applicable,5
221,endothelial,endothelial,5
222,not applicable,not applicable,5
223,endothelial,endothelial,5
224,not applicable,not applicable,5
225,not applicable,not applicable,5
226,ductal,ductal,5
227,beta,beta,5
228,acinar,acinar,5
229,ductal,not applicable,5
230,not applicable,not applicable,5
231,not applicable,not applicable,5
232,ductal,ductal,5
233,gamma,gamma,5
234,gamma,gamma,5
235,not applicable,not applicable,5
236,not applicable,not applicable,5
237,not applicable,not applicable,5
238,not applicable,not applicable,5
239,not applicable,not applicable,5
240,acinar,acinar,5
241,ductal,ductal,5
242,not applicable,not applicable,5
243,alpha,alpha,5
244,gamma,gamma,5
245,alpha,alpha,5
246,ductal,ductal,5
247,not applicable,not applicable,5
248,not applicable,not applicable,5
249,ductal,ductal,5
250,not applicable,not applicable,5
251,acinar,acinar,5
252,beta,beta,5
253,beta,beta,5
254,not applicable,not applicable,5
255,beta,beta,5
256,alpha,alpha,5
257,acinar,acinar,5
258,beta,beta,5
259,not applicable,not applicable,5
260,gamma,not applicable,5
261,gamma,not applicable,5
262,ductal,ductal,5
263,not applicable,not applicable,5
264,alpha,alpha,5
265,not applicable,not applicable,5
266,ductal,ductal,5
267,beta,beta,5
268,not applicable,not applicable,5
269,not applicable,not applicable,5
270,beta,beta,5
271,not applicable,not applicable,5
272,acinar,acinar,5
273,epsilon,epsilon,5
274,acinar,acinar,5
275,acinar,acinar,5
276,ductal,ductal,5
277,gamma,gamma,5
278,not applicable,not applicable,5
279,not applicable,not applicable,5
280,ductal,ductal,5
281,not applicable,not applicable,5
282,acinar,acinar,5
283,ductal,ductal,5
284,beta,beta,5
285,not applicable,not applicable,5
286,acinar,acinar,5
287,unclassified endocrine,not applicable,5
288,ductal,ductal,5
289,alpha,alpha,5
290,ductal,ductal,5
291,acinar,acinar,5
292,acinar,acinar,5
293,not applicable,not applicable,5
294,acinar,acinar,5
295,ductal,ductal,5
296,not applicable,not applicable,5
297,beta,beta,5
298,unclassified endocrine,not applicable,5
299,alpha,alpha,5
300,not applicable,not applicable,5
301,not applicable,not applicable,5
302,not applicable,not applicable,5
303,not applicable,not applicable,5
304,delta,delta,5
305,alpha,alpha,5
306,alpha,alpha,5
307,not applicable,not applicable,5
308,not applicable,not applicable,5
309,unclassified endocrine,not applicable,5
310,alpha,alpha,5
311,beta,beta,5
312,alpha,alpha,5
313,alpha,alpha,5
314,alpha,not applicable,5
315,not applicable,not applicable,5
316,mast,not applicable,5
317,alpha,alpha,5
318,delta,not applicable,5
319,acinar,not applicable,5
320,alpha,alpha,5
321,alpha,not applicable,5
322,alpha,alpha,5
323,ductal,ductal,5
324,beta,beta,5
325,beta,beta,5
326,alpha,alpha,5
327,alpha,alpha,5
328,alpha,alpha,5
329,beta,not applicable,5
330,alpha,not applicable,5
331,not applicable,not applicable,5
332,alpha,alpha,5
333,alpha,not applicable,5
334,not applicable,not applicable,5
335,alpha,alpha,5
336,unclassified endocrine,not applicable,5
337,not applicable,not applicable,5
338,alpha,not applicable,5
339,not applicable,not applicable,5
340,not applicable,not applicable,5
341,alpha,alpha,5
342,alpha,not applicable,5
343,ductal,ductal,5
344,alpha,alpha,5
345,alpha,alpha,5
346,acinar,acinar,5
347,not applicable,not applicable,5
348,not applicable,not applicable,5
349,PSC,PSC,5
350,beta,beta,5
351,alpha,not applicable,5
352,not applicable,not applicable,5
353,alpha,alpha,5
354,PSC,PSC,5
355,not applicable,not applicable,5
356,alpha,alpha,5
357,beta,beta,5
358,delta,delta,5
359,delta,delta,5
360,not applicable,not applicable,5
361,alpha,not applicable,5
362,not applicable,not applicable,5
363,gamma,gamma,5
364,not applicable,not applicable,5
365,not applicable,not applicable,5
366,beta,beta,5
367,not applicable,not applicable,5
368,alpha,not applicable,5
369,alpha,alpha,5
370,beta,beta,5
371,alpha,alpha,5
372,alpha,not applicable,5
373,alpha,alpha,5
374,co-expression,co-expression,5
375,PSC,not applicable,5
376,alpha,alpha,5
377,not applicable,not applicable,5
378,acinar,acinar,5
379,alpha,alpha,5
380,not applicable,not applicable,5
381,acinar,acinar,5
382,beta,beta,5
383,alpha,alpha,5
384,alpha,alpha,5
385,alpha,alpha,5
386,not applicable,not applicable,5
387,ductal,ductal,5
388,ductal,ductal,5
389,co-expression,not applicable,5
390,alpha,alpha,5
391,alpha,alpha,5
392,not applicable,not applicable,5
393,alpha,alpha,5
394,alpha,alpha,5
395,not applicable,not applicable,5
396,alpha,alpha,5
397,alpha,alpha,5
398,ductal,ductal,5
399,alpha,alpha,5
400,PSC,PSC,5
401,alpha,not applicable,5
402,not applicable,not applicable,5
403,alpha,alpha,5
404,gamma,gamma,5
405,ductal,ductal,5
406,not applicable,not applicable,5
407,alpha,alpha,5
408,beta,beta,5
409,ductal,ductal,5
410,acinar,acinar,5
411,ductal,ductal,5
412,alpha,alpha,5
413,beta,beta,5
414,alpha,alpha,5
415,not applicable,not applicable,5
416,delta,delta,5
417,mast,mast,5
418,ductal,ductal,5
419,beta,ductal,5
420,alpha,alpha,5
421,not applicable,not applicable,5
422,acinar,acinar,5
423,acinar,not applicable,5
424,not applicable,not applicable,5
425,alpha,alpha,5
426,acinar,acinar,5
427,beta,beta,5
428,not applicable,not applicable,5
429,gamma,gamma,5
430,alpha,alpha,5
431,beta,co-expression,5
432,alpha,alpha,5
433,alpha,alpha,5
434,not applicable,not applicable,5
435,alpha,alpha,5
436,PSC,PSC,5
437,ductal,ductal,5
438,not applicable,not applicable,5
439,PSC,PSC,5
440,ductal,ductal,5
441,ductal,ductal,5
442,ductal,ductal,5
443,PSC,PSC,5
444,ductal,ductal,5
445,acinar,acinar,5
446,alpha,alpha,5
447,ductal,ductal,5
448,acinar,acinar,5
449,ductal,ductal,5
450,ductal,ductal,5
451,not applicable,not applicable,5
452,ductal,ductal,5
453,ductal,ductal,5
454,not applicable,alpha,5
455,ductal,ductal,5
456,not applicable,not applicable,5
457,unclassified endocrine,not applicable,5
458,acinar,acinar,5
459,co-expression,co-expression,5
460,not applicable,not applicable,5
461,acinar,acinar,5
462,not applicable,not applicable,5
463,co-expression,co-expression,5
464,alpha,alpha,5
465,unclassified endocrine,not applicable,5
466,beta,not applicable,5
467,not applicable,not applicable,5
468,alpha,not applicable,5
469,not applicable,not applicable,5
470,not applicable,not applicable,5
471,alpha,alpha,5
472,not applicable,not applicable,5
473,not applicable,not applicable,5
474,not applicable,not applicable,5
475,not applicable,not applicable,5
476,not applicable,not applicable,5
477,ductal,ductal,5
478,not applicable,not applicable,5
479,not applicable,not applicable,5
480,not applicable,not applicable,5
481,ductal,ductal,5
482,not applicable,not applicable,5
483,not applicable,not applicable,5
484,ductal,not applicable,5
485,not applicable,not applicable,5
486,not applicable,not applicable,5
487,not applicable,not applicable,5
488,acinar,acinar,5
489,gamma,gamma,5
490,not applicable,not applicable,5
491,alpha,alpha,5
492,alpha,not applicable,5
493,alpha,not applicable,5
494,not applicable,not applicable,5
495,delta,delta,5
496,beta,not applicable,5
497,not applicable,not applicable,5
498,alpha,not applicable,5
499,not applicable,not applicable,5
500,not applicable,not applicable,5
501,co-expression,beta,5
502,not applicable,not applicable,5
503,ductal,ductal,5
504,alpha,not applicable,5
