,pred,true_label,fold
3788,Hepatocyte_3,Hepatocyte_3,3
3789,Hepatocyte_3,Hepatocyte_3,3
3790,Plasma_Cells,Plasma_Cells,3
3791,Plasma_Cells,Plasma_Cells,3
3792,Central_venous_LSECs,Central_venous_LSECs,3
3793,Hepatocyte_3,Hepatocyte_3,3
3794,Hepatocyte_3,Hepatocyte_3,3
3795,Hepatocyte_3,Hepatocyte_3,3
3796,Hepatocyte_3,Hepatocyte_3,3
3797,Hepatocyte_3,Hepatocyte_3,3
3798,Hepatocyte_3,Hepatocyte_3,3
3799,Plasma_Cells,Plasma_Cells,3
3800,Hepatocyte_3,Hepatocyte_3,3
3801,Plasma_Cells,Plasma_Cells,3
3802,Periportal_LSECs,Periportal_LSECs,3
3803,Hepatocyte_3,Hepatocyte_3,3
3804,Hepatocyte_3,Hepatocyte_3,3
3805,Hepatocyte_3,Hepatocyte_3,3
3806,Plasma_Cells,Plasma_Cells,3
3807,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3808,Cholangiocytes,Cholangiocytes,3
3809,Hepatocyte_3,Hepatocyte_3,3
3810,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3811,Plasma_Cells,Plasma_Cells,3
3812,Hepatocyte_3,Hepatocyte_3,3
3813,Plasma_Cells,Plasma_Cells,3
3814,Hepatocyte_3,Hepatocyte_3,3
3815,Hepatocyte_3,Hepatocyte_3,3
3816,Hepatocyte_3,Hepatocyte_3,3
3817,Plasma_Cells,Plasma_Cells,3
3818,Hepatocyte_3,Hepatocyte_3,3
3819,Plasma_Cells,Plasma_Cells,3
3820,Hepatocyte_3,Hepatocyte_3,3
3821,Plasma_Cells,Plasma_Cells,3
3822,Plasma_Cells,Plasma_Cells,3
3823,Plasma_Cells,Plasma_Cells,3
3824,Hepatocyte_3,Hepatocyte_3,3
3825,Plasma_Cells,Plasma_Cells,3
3826,Hepatocyte_3,Hepatocyte_3,3
3827,Plasma_Cells,Plasma_Cells,3
3828,Hepatocyte_3,Hepatocyte_3,3
3829,Central_venous_LSECs,Central_venous_LSECs,3
3830,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
3831,Hepatocyte_3,Hepatocyte_3,3
3832,Hepatocyte_3,Hepatocyte_3,3
3833,Plasma_Cells,Plasma_Cells,3
3834,Hepatocyte_3,Hepatocyte_3,3
3835,Plasma_Cells,Plasma_Cells,3
3836,Plasma_Cells,Plasma_Cells,3
3837,Plasma_Cells,Plasma_Cells,3
3838,Mature_B_Cells,Mature_B_Cells,3
3839,Periportal_LSECs,Periportal_LSECs,3
3840,Plasma_Cells,Plasma_Cells,3
3841,Hepatocyte_3,Hepatocyte_3,3
3842,Central_venous_LSECs,Central_venous_LSECs,3
3843,Hepatocyte_3,Hepatocyte_3,3
3844,Hepatocyte_3,Hepatocyte_3,3
3845,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
3846,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
3847,Hepatocyte_3,Hepatocyte_3,3
3848,Hepatocyte_3,Hepatocyte_3,3
3849,Plasma_Cells,Plasma_Cells,3
3850,Hepatocyte_3,Hepatocyte_3,3
3851,Hepatocyte_3,Hepatocyte_3,3
3852,Plasma_Cells,Plasma_Cells,3
3853,Hepatocyte_3,Hepatocyte_3,3
3854,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
3855,Mature_B_Cells,Mature_B_Cells,3
3856,Hepatocyte_3,Hepatocyte_3,3
3857,Hepatocyte_3,Hepatocyte_3,3
3858,Hepatocyte_1,Hepatocyte_1,3
3859,Hepatocyte_4,Hepatocyte_4,3
3860,Hepatocyte_1,Hepatocyte_6,3
3861,Hepatocyte_1,Hepatocyte_1,3
3862,Hepatocyte_1,Hepatocyte_1,3
3863,Hepatocyte_2,Hepatocyte_2,3
3864,Periportal_LSECs,Periportal_LSECs,3
3865,Hepatocyte_4,Hepatocyte_4,3
3866,Hepatocyte_4,Hepatocyte_4,3
3867,Hepatocyte_1,Hepatocyte_1,3
3868,Periportal_LSECs,Periportal_LSECs,3
3869,Hepatocyte_1,Hepatocyte_2,3
3870,Cholangiocytes,Cholangiocytes,3
3871,Hepatocyte_2,Hepatocyte_2,3
3872,Cholangiocytes,Cholangiocytes,3
3873,Hepatocyte_1,Hepatocyte_1,3
3874,Hepatocyte_4,Hepatocyte_1,3
3875,Hepatocyte_1,Hepatocyte_1,3
3876,Hepatocyte_2,Hepatocyte_2,3
3877,Hepatocyte_1,Hepatocyte_4,3
3878,Hepatocyte_4,Hepatocyte_2,3
3879,Hepatocyte_4,Hepatocyte_4,3
3880,Hepatocyte_2,Hepatocyte_2,3
3881,Periportal_LSECs,Periportal_LSECs,3
3882,Hepatocyte_1,Hepatocyte_1,3
3883,Cholangiocytes,Cholangiocytes,3
3884,Hepatocyte_4,Hepatocyte_4,3
3885,Hepatocyte_1,Hepatocyte_1,3
3886,Hepatocyte_1,Hepatocyte_1,3
3887,Hepatocyte_2,Hepatocyte_2,3
3888,Hepatocyte_1,Hepatocyte_6,3
3889,Hepatocyte_1,Hepatocyte_1,3
3890,Hepatocyte_1,Hepatocyte_1,3
3891,Hepatocyte_1,Hepatocyte_1,3
3892,Hepatocyte_4,Hepatocyte_4,3
3893,Hepatocyte_1,Hepatocyte_4,3
3894,Hepatocyte_1,Hepatocyte_1,3
3895,Hepatocyte_1,Hepatocyte_1,3
3896,Hepatocyte_2,Hepatocyte_2,3
3897,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3898,Hepatocyte_2,Hepatocyte_2,3
3899,Hepatocyte_1,Hepatocyte_1,3
3900,Hepatocyte_1,Hepatocyte_1,3
3901,Hepatocyte_1,Hepatocyte_1,3
3902,Hepatocyte_4,Hepatocyte_4,3
3903,Hepatocyte_6,Hepatocyte_6,3
3904,Hepatocyte_2,Hepatocyte_2,3
3905,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3906,Hepatocyte_4,Hepatocyte_4,3
3907,Hepatocyte_4,Hepatocyte_4,3
3908,Hepatocyte_2,Hepatocyte_2,3
3909,Hepatocyte_1,Hepatocyte_1,3
3910,Portal_endothelial_Cells,Portal_endothelial_Cells,3
3911,Hepatocyte_2,Hepatocyte_2,3
3912,Hepatocyte_2,Hepatocyte_2,3
3913,Hepatocyte_2,Hepatocyte_2,3
3914,Hepatocyte_1,Hepatocyte_1,3
3915,Hepatocyte_1,Hepatocyte_1,3
3916,Hepatocyte_2,Hepatocyte_2,3
3917,Hepatocyte_1,Hepatocyte_1,3
3918,Hepatocyte_1,Hepatocyte_1,3
3919,Periportal_LSECs,Periportal_LSECs,3
3920,Hepatocyte_1,Hepatocyte_1,3
3921,Hepatocyte_4,Hepatocyte_4,3
3922,Hepatocyte_4,Hepatocyte_4,3
3923,Hepatocyte_1,Hepatocyte_1,3
3924,Hepatocyte_2,Hepatocyte_2,3
3925,Portal_endothelial_Cells,Portal_endothelial_Cells,3
3926,Hepatocyte_1,Hepatocyte_1,3
3927,Hepatocyte_4,Hepatocyte_2,3
3928,Hepatocyte_1,Hepatocyte_4,3
3929,Hepatocyte_1,Hepatocyte_1,3
3930,Hepatocyte_1,Hepatocyte_1,3
3931,Hepatocyte_2,Hepatocyte_2,3
3932,Hepatocyte_4,Hepatocyte_4,3
3933,Hepatocyte_1,Hepatocyte_1,3
3934,Hepatocyte_1,Hepatocyte_6,3
3935,Hepatocyte_2,Hepatocyte_2,3
3936,Portal_endothelial_Cells,Portal_endothelial_Cells,3
3937,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3938,Hepatocyte_2,Hepatocyte_2,3
3939,Hepatocyte_2,Hepatocyte_2,3
3940,Hepatocyte_4,Hepatocyte_4,3
3941,Hepatocyte_1,Hepatocyte_1,3
3942,Periportal_LSECs,Periportal_LSECs,3
3943,Hepatocyte_4,Hepatocyte_4,3
3944,Hepatocyte_1,Hepatocyte_2,3
3945,Hepatocyte_1,Hepatocyte_1,3
3946,Hepatocyte_1,Hepatocyte_2,3
3947,Hepatocyte_1,Hepatocyte_1,3
3948,Hepatocyte_1,Hepatocyte_1,3
3949,Hepatocyte_1,Hepatocyte_1,3
3950,Hepatocyte_2,Hepatocyte_2,3
3951,Hepatocyte_4,Hepatocyte_4,3
3952,Hepatocyte_1,Hepatocyte_1,3
3953,Hepatocyte_4,Hepatocyte_4,3
3954,Hepatocyte_1,Hepatocyte_1,3
3955,Hepatocyte_1,Hepatocyte_1,3
3956,Hepatocyte_2,Hepatocyte_2,3
3957,Hepatocyte_2,Hepatocyte_2,3
3958,Hepatocyte_2,Hepatocyte_2,3
3959,Hepatocyte_1,Hepatocyte_1,3
3960,Hepatocyte_1,Hepatocyte_6,3
3961,Hepatocyte_1,Hepatocyte_1,3
3962,Hepatocyte_1,Hepatocyte_1,3
3963,Hepatocyte_2,Hepatocyte_2,3
3964,Hepatocyte_1,Hepatocyte_2,3
3965,Hepatocyte_1,Hepatocyte_1,3
3966,Hepatocyte_1,Hepatocyte_6,3
3967,Hepatocyte_1,Hepatocyte_1,3
3968,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3969,Hepatocyte_1,Hepatocyte_1,3
3970,Hepatocyte_1,Hepatocyte_1,3
3971,Hepatocyte_1,Hepatocyte_1,3
3972,Hepatocyte_1,Hepatocyte_1,3
3973,Hepatocyte_2,Hepatocyte_4,3
3974,Hepatocyte_2,Hepatocyte_2,3
3975,Hepatocyte_1,Hepatocyte_1,3
3976,Hepatocyte_4,Hepatocyte_4,3
3977,Hepatocyte_1,Hepatocyte_1,3
3978,Hepatocyte_2,Hepatocyte_2,3
3979,Hepatocyte_1,Hepatocyte_1,3
3980,Hepatocyte_4,Hepatocyte_4,3
3981,Hepatocyte_1,Hepatocyte_1,3
3982,Hepatocyte_1,Hepatocyte_1,3
3983,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3984,Hepatocyte_2,Hepatocyte_2,3
3985,Hepatocyte_2,Hepatocyte_2,3
3986,Hepatocyte_4,Hepatocyte_4,3
3987,Hepatocyte_4,Hepatocyte_1,3
3988,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
3989,Hepatocyte_2,Hepatocyte_4,3
3990,Hepatocyte_4,Hepatocyte_2,3
3991,Hepatocyte_1,Hepatocyte_1,3
3992,Hepatocyte_2,Hepatocyte_2,3
3993,Inflammatory_Macrophage,Inflammatory_Macrophage,3
3994,Portal_endothelial_Cells,Portal_endothelial_Cells,3
3995,Hepatocyte_1,Hepatocyte_1,3
3996,Hepatocyte_4,Hepatocyte_4,3
3997,Hepatocyte_2,Hepatocyte_2,3
3998,Plasma_Cells,Plasma_Cells,3
3999,Hepatocyte_2,Hepatocyte_2,3
4000,Hepatocyte_4,Hepatocyte_2,3
4001,Hepatocyte_1,Hepatocyte_1,3
4002,Hepatocyte_1,Hepatocyte_1,3
4003,Hepatocyte_4,Hepatocyte_4,3
4004,Hepatocyte_2,Hepatocyte_2,3
4005,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4006,Hepatocyte_2,Hepatocyte_2,3
4007,Hepatocyte_1,Hepatocyte_4,3
4008,Hepatocyte_2,Hepatocyte_1,3
4009,Hepatocyte_1,Hepatocyte_1,3
4010,Periportal_LSECs,Periportal_LSECs,3
4011,Hepatocyte_2,Hepatocyte_2,3
4012,Hepatocyte_2,Hepatocyte_2,3
4013,Hepatocyte_1,Hepatocyte_4,3
4014,Hepatocyte_1,Hepatocyte_1,3
4015,Hepatocyte_4,Hepatocyte_2,3
4016,Hepatocyte_1,Hepatocyte_1,3
4017,Hepatocyte_4,Hepatocyte_4,3
4018,Hepatocyte_2,Hepatocyte_2,3
4019,Hepatocyte_4,Hepatocyte_4,3
4020,Hepatocyte_4,Hepatocyte_4,3
4021,Hepatocyte_2,Hepatocyte_2,3
4022,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4023,Hepatocyte_1,Hepatocyte_4,3
4024,Hepatocyte_2,Hepatocyte_2,3
4025,Hepatocyte_1,Hepatocyte_1,3
4026,Hepatocyte_1,Hepatocyte_1,3
4027,Hepatocyte_1,Hepatocyte_1,3
4028,Hepatocyte_1,Hepatocyte_6,3
4029,Hepatocyte_4,Hepatocyte_4,3
4030,Hepatocyte_4,Hepatocyte_4,3
4031,Hepatocyte_1,Hepatocyte_4,3
4032,Hepatocyte_1,Hepatocyte_1,3
4033,Hepatocyte_4,Hepatocyte_4,3
4034,Hepatocyte_2,Hepatocyte_2,3
4035,Hepatocyte_1,Hepatocyte_4,3
4036,Hepatocyte_2,Hepatocyte_2,3
4037,Hepatocyte_2,Hepatocyte_2,3
4038,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4039,Hepatocyte_1,Hepatocyte_2,3
4040,Hepatocyte_1,Hepatocyte_1,3
4041,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
4042,Hepatocyte_1,Hepatocyte_1,3
4043,Hepatocyte_6,Hepatocyte_1,3
4044,Hepatocyte_2,Hepatocyte_2,3
4045,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4046,Hepatocyte_2,Hepatocyte_2,3
4047,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4048,Hepatocyte_1,Hepatocyte_1,3
4049,Hepatocyte_2,Hepatocyte_2,3
4050,Hepatocyte_1,Hepatocyte_1,3
4051,Hepatocyte_1,Hepatocyte_1,3
4052,Hepatocyte_1,Hepatocyte_4,3
4053,Hepatocyte_1,Hepatocyte_1,3
4054,Hepatocyte_1,Hepatocyte_1,3
4055,Hepatocyte_1,Hepatocyte_1,3
4056,Hepatocyte_2,Hepatocyte_2,3
4057,Hepatocyte_1,Hepatocyte_1,3
4058,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4059,Hepatocyte_1,Hepatocyte_2,3
4060,Hepatocyte_2,Hepatocyte_2,3
4061,Hepatocyte_4,Hepatocyte_4,3
4062,Hepatocyte_1,Hepatocyte_1,3
4063,Plasma_Cells,Plasma_Cells,3
4064,Hepatocyte_2,Hepatocyte_2,3
4065,Hepatocyte_1,Hepatocyte_1,3
4066,Hepatocyte_1,Hepatocyte_1,3
4067,Hepatocyte_1,Hepatocyte_1,3
4068,Hepatocyte_1,Hepatocyte_1,3
4069,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4070,Hepatocyte_2,Hepatocyte_2,3
4071,Hepatocyte_2,Hepatocyte_2,3
4072,Hepatocyte_4,Hepatocyte_4,3
4073,Hepatocyte_6,Hepatocyte_6,3
4074,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
4075,Hepatocyte_1,Hepatocyte_4,3
4076,Hepatocyte_1,Hepatocyte_1,3
4077,Hepatocyte_2,Hepatocyte_2,3
4078,Hepatocyte_1,Hepatocyte_1,3
4079,Hepatocyte_4,Hepatocyte_4,3
4080,Hepatocyte_1,Hepatocyte_1,3
4081,Hepatocyte_1,Hepatocyte_1,3
4082,Hepatocyte_1,Hepatocyte_1,3
4083,Hepatocyte_4,Hepatocyte_4,3
4084,Hepatocyte_2,Hepatocyte_2,3
4085,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4086,Hepatocyte_4,Hepatocyte_1,3
4087,Hepatocyte_2,Hepatocyte_2,3
4088,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4089,Hepatocyte_4,Hepatocyte_4,3
4090,Hepatocyte_2,Hepatocyte_4,3
4091,Hepatocyte_1,Hepatocyte_1,3
4092,Hepatocyte_2,Hepatocyte_2,3
4093,Hepatocyte_1,Hepatocyte_1,3
4094,Hepatocyte_2,Hepatocyte_2,3
4095,Hepatocyte_1,Hepatocyte_1,3
4096,Hepatocyte_2,Hepatocyte_2,3
4097,Hepatocyte_4,Hepatocyte_4,3
4098,Hepatocyte_2,Hepatocyte_2,3
4099,Hepatocyte_4,Hepatocyte_4,3
4100,Hepatocyte_4,Hepatocyte_4,3
4101,Hepatocyte_1,Hepatocyte_1,3
4102,Hepatocyte_2,Hepatocyte_2,3
4103,Hepatocyte_1,Hepatocyte_1,3
4104,Hepatocyte_4,Inflammatory_Macrophage,3
4105,Hepatocyte_2,Hepatocyte_2,3
4106,Hepatocyte_1,Hepatocyte_1,3
4107,Hepatocyte_4,Hepatocyte_2,3
4108,Hepatocyte_4,Hepatocyte_4,3
4109,Hepatocyte_2,Hepatocyte_2,3
4110,Hepatocyte_1,Hepatocyte_1,3
4111,Hepatocyte_2,Hepatocyte_2,3
4112,Hepatocyte_2,Hepatocyte_2,3
4113,Hepatocyte_1,Hepatocyte_4,3
4114,Hepatocyte_2,Hepatocyte_2,3
4115,Hepatocyte_4,Hepatocyte_4,3
4116,Periportal_LSECs,Periportal_LSECs,3
4117,Hepatocyte_1,Hepatocyte_1,3
4118,Hepatocyte_4,Hepatocyte_2,3
4119,Hepatocyte_4,Hepatocyte_4,3
4120,Hepatocyte_2,Hepatocyte_2,3
4121,Hepatocyte_1,Hepatocyte_1,3
4122,Hepatocyte_4,Hepatocyte_1,3
4123,Hepatocyte_2,Hepatocyte_2,3
4124,Hepatocyte_1,Hepatocyte_1,3
4125,Hepatocyte_2,Hepatocyte_2,3
4126,Hepatocyte_1,Hepatocyte_1,3
4127,Hepatocyte_4,Hepatocyte_4,3
4128,Hepatocyte_4,Hepatocyte_2,3
4129,Hepatocyte_2,Hepatocyte_2,3
4130,Hepatocyte_4,Hepatocyte_4,3
4131,Hepatocyte_2,Hepatocyte_2,3
4132,Inflammatory_Macrophage,Non-inflammatory_Macrophage,3
4133,Hepatocyte_1,Hepatocyte_4,3
4134,Hepatocyte_2,Hepatocyte_2,3
4135,Hepatocyte_1,Hepatocyte_1,3
4136,Hepatocyte_2,Hepatocyte_2,3
4137,Hepatocyte_1,Hepatocyte_1,3
4138,Hepatocyte_2,Hepatocyte_2,3
4139,Hepatocyte_1,Hepatocyte_1,3
4140,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4141,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4142,Erythroid_Cells,Erythroid_Cells,3
4143,Hepatocyte_1,Hepatocyte_1,3
4144,Hepatocyte_2,Hepatocyte_1,3
4145,Hepatocyte_2,Hepatocyte_2,3
4146,Hepatocyte_2,Hepatocyte_2,3
4147,Hepatocyte_6,Hepatocyte_6,3
4148,Hepatocyte_6,Hepatocyte_6,3
4149,Hepatocyte_4,Hepatocyte_4,3
4150,Hepatocyte_2,Hepatocyte_2,3
4151,Hepatocyte_1,Hepatocyte_1,3
4152,Hepatocyte_4,Hepatocyte_4,3
4153,Hepatocyte_4,Hepatocyte_4,3
4154,Hepatocyte_1,Hepatocyte_1,3
4155,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4156,Hepatocyte_4,Hepatocyte_4,3
4157,Hepatocyte_1,Hepatocyte_1,3
4158,Hepatocyte_1,Hepatocyte_1,3
4159,Hepatocyte_4,Hepatocyte_4,3
4160,Hepatocyte_4,Hepatocyte_4,3
4161,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4162,Hepatocyte_1,Hepatocyte_2,3
4163,Hepatocyte_2,Hepatocyte_2,3
4164,Hepatocyte_1,Hepatocyte_2,3
4165,Hepatocyte_1,Hepatocyte_1,3
4166,Hepatocyte_4,Hepatocyte_4,3
4167,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4168,Plasma_Cells,Plasma_Cells,3
4169,Hepatocyte_4,Hepatocyte_4,3
4170,Hepatocyte_2,Hepatocyte_2,3
4171,Hepatocyte_2,Hepatocyte_2,3
4172,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4173,Hepatocyte_1,Hepatocyte_4,3
4174,Periportal_LSECs,Periportal_LSECs,3
4175,Hepatocyte_2,Hepatocyte_2,3
4176,Hepatocyte_4,Hepatocyte_1,3
4177,Plasma_Cells,Plasma_Cells,3
4178,Hepatocyte_2,Hepatocyte_2,3
4179,Hepatocyte_4,Hepatocyte_4,3
4180,Hepatocyte_4,Hepatocyte_4,3
4181,Hepatocyte_4,Hepatic_Stellate_Cells,3
4182,Hepatocyte_1,Hepatocyte_1,3
4183,Hepatocyte_4,Hepatocyte_4,3
4184,Hepatocyte_4,Hepatocyte_4,3
4185,Hepatocyte_1,Hepatocyte_1,3
4186,Plasma_Cells,Plasma_Cells,3
4187,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4188,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4189,Hepatocyte_1,Hepatocyte_4,3
4190,Hepatocyte_2,Hepatocyte_2,3
4191,Hepatic_Stellate_Cells,Hepatic_Stellate_Cells,3
4192,Hepatocyte_2,Hepatocyte_2,3
4193,Hepatocyte_4,Hepatocyte_4,3
4194,Hepatocyte_1,Hepatocyte_1,3
4195,Hepatocyte_1,Hepatocyte_1,3
4196,Hepatocyte_2,Hepatocyte_2,3
4197,Hepatocyte_1,Hepatocyte_2,3
4198,Hepatocyte_4,Hepatocyte_4,3
4199,Hepatocyte_4,Hepatocyte_4,3
4200,Hepatocyte_1,Hepatocyte_1,3
4201,Hepatocyte_6,Hepatocyte_6,3
4202,Hepatocyte_4,Hepatocyte_4,3
4203,Hepatocyte_2,Hepatocyte_2,3
4204,Hepatocyte_6,Hepatocyte_6,3
4205,Hepatocyte_2,Hepatocyte_2,3
4206,Hepatocyte_6,Hepatocyte_6,3
4207,Hepatocyte_4,Hepatocyte_4,3
4208,Hepatocyte_1,Hepatocyte_1,3
4209,Hepatocyte_1,Hepatocyte_2,3
4210,Hepatocyte_1,Hepatocyte_1,3
4211,Hepatocyte_4,Hepatocyte_4,3
4212,Hepatocyte_1,Hepatocyte_1,3
4213,Hepatocyte_2,Hepatocyte_2,3
4214,Hepatocyte_1,Hepatocyte_1,3
4215,Hepatocyte_1,Hepatocyte_2,3
4216,Hepatocyte_4,Hepatocyte_1,3
4217,Hepatocyte_1,Hepatocyte_1,3
4218,Hepatocyte_1,Hepatocyte_1,3
4219,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,3
4220,Hepatocyte_1,Hepatocyte_2,3
4221,Hepatocyte_1,Hepatocyte_1,3
4222,Hepatocyte_2,Hepatocyte_2,3
4223,Hepatocyte_4,Hepatocyte_4,3
4224,Hepatocyte_1,Hepatocyte_1,3
4225,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4226,Hepatocyte_2,Hepatocyte_2,3
4227,Hepatocyte_2,Hepatocyte_2,3
4228,Hepatocyte_1,Hepatocyte_1,3
4229,Hepatocyte_1,Hepatocyte_2,3
4230,Hepatocyte_2,Hepatocyte_2,3
4231,Hepatocyte_4,Hepatocyte_4,3
4232,Hepatocyte_1,Hepatocyte_1,3
4233,Hepatocyte_1,Hepatocyte_1,3
4234,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4235,Hepatocyte_2,Hepatocyte_2,3
4236,Hepatocyte_4,Hepatocyte_4,3
4237,Hepatocyte_1,Hepatocyte_1,3
4238,Hepatocyte_4,Hepatocyte_4,3
4239,Hepatocyte_1,Hepatocyte_1,3
4240,Hepatocyte_1,Hepatocyte_1,3
4241,Hepatocyte_2,Hepatocyte_2,3
4242,Periportal_LSECs,Periportal_LSECs,3
4243,Hepatocyte_2,Hepatocyte_2,3
4244,Hepatocyte_4,Hepatocyte_4,3
4245,Hepatocyte_1,Hepatocyte_1,3
4246,Hepatocyte_2,Hepatocyte_2,3
4247,Hepatocyte_1,Hepatocyte_4,3
4248,Hepatocyte_4,Hepatocyte_4,3
4249,Hepatocyte_2,Hepatocyte_1,3
4250,Hepatocyte_1,Hepatocyte_1,3
4251,Cholangiocytes,Cholangiocytes,3
4252,Periportal_LSECs,Periportal_LSECs,3
4253,Hepatocyte_1,Hepatocyte_1,3
4254,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4255,Plasma_Cells,Plasma_Cells,3
4256,Hepatocyte_1,Hepatocyte_1,3
4257,Hepatocyte_4,Hepatocyte_4,3
4258,Hepatocyte_2,Hepatocyte_2,3
4259,Hepatocyte_2,Hepatocyte_2,3
4260,Hepatocyte_2,Hepatocyte_2,3
4261,Hepatocyte_1,Hepatocyte_1,3
4262,Hepatocyte_2,Hepatocyte_2,3
4263,Hepatocyte_1,Hepatocyte_1,3
4264,Hepatocyte_1,Hepatocyte_1,3
4265,Hepatocyte_1,Hepatocyte_1,3
4266,Hepatocyte_4,Hepatocyte_4,3
4267,Hepatocyte_4,Hepatocyte_4,3
4268,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4269,Hepatocyte_1,Hepatocyte_1,3
4270,Hepatocyte_4,Hepatocyte_4,3
4271,Hepatocyte_4,Hepatocyte_4,3
4272,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4273,Hepatocyte_2,Hepatocyte_2,3
4274,Hepatocyte_1,Hepatocyte_1,3
4275,Hepatocyte_1,Hepatocyte_1,3
4276,Hepatocyte_4,Hepatocyte_4,3
4277,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4278,Hepatocyte_4,Hepatocyte_4,3
4279,Periportal_LSECs,Periportal_LSECs,3
4280,Hepatocyte_2,Hepatocyte_2,3
4281,Hepatocyte_1,Hepatocyte_1,3
4282,Hepatocyte_6,Hepatocyte_6,3
4283,Hepatocyte_1,Hepatocyte_1,3
4284,Hepatocyte_1,Hepatocyte_2,3
4285,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4286,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4287,Hepatocyte_1,Hepatocyte_1,3
4288,Hepatocyte_2,Hepatocyte_2,3
4289,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4290,Hepatocyte_4,Hepatocyte_2,3
4291,Hepatocyte_2,Hepatocyte_2,3
4292,Hepatocyte_1,Hepatocyte_1,3
4293,Hepatocyte_1,Hepatocyte_1,3
4294,Hepatocyte_1,Hepatocyte_1,3
4295,Hepatic_Stellate_Cells,Hepatic_Stellate_Cells,3
4296,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4297,Hepatocyte_4,Hepatocyte_4,3
4298,Hepatocyte_4,Hepatocyte_4,3
4299,Hepatocyte_1,Hepatocyte_1,3
4300,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4301,Hepatocyte_1,Hepatocyte_4,3
4302,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4303,Hepatocyte_2,Hepatocyte_2,3
4304,Hepatocyte_1,Hepatocyte_2,3
4305,Hepatocyte_1,Hepatocyte_1,3
4306,Cholangiocytes,Cholangiocytes,3
4307,Hepatocyte_2,Hepatocyte_2,3
4308,Hepatocyte_4,Hepatocyte_4,3
4309,Hepatocyte_1,Hepatocyte_4,3
4310,Hepatic_Stellate_Cells,Hepatic_Stellate_Cells,3
4311,Hepatocyte_2,Hepatocyte_2,3
4312,Hepatocyte_2,Hepatocyte_2,3
4313,Hepatocyte_4,Hepatocyte_4,3
4314,Hepatocyte_1,Hepatocyte_1,3
4315,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4316,Hepatocyte_1,Hepatocyte_1,3
4317,Hepatocyte_4,Hepatocyte_4,3
4318,Hepatocyte_1,Hepatocyte_2,3
4319,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4320,Hepatocyte_1,Hepatocyte_1,3
4321,Hepatocyte_2,Hepatocyte_2,3
4322,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4323,Hepatocyte_1,Hepatocyte_1,3
4324,Inflammatory_Macrophage,Inflammatory_Macrophage,3
4325,Hepatocyte_2,Hepatocyte_2,3
4326,Hepatocyte_4,Hepatocyte_4,3
4327,Hepatocyte_6,Hepatocyte_6,3
4328,Hepatocyte_4,Hepatocyte_4,3
4329,Hepatocyte_1,Hepatocyte_1,3
4330,Hepatocyte_2,Hepatocyte_2,3
4331,Portal_endothelial_Cells,Portal_endothelial_Cells,3
4332,Hepatocyte_1,Hepatocyte_1,3
