"","pred","true_label","fold"
"Cell_12302","alpha","alpha",3
"Cell_12313","alpha","alpha",3
"Cell_12322","alpha","alpha",3
"Cell_12332","alpha","epsilon",3
"Cell_12342","ductal","ductal",3
"Cell_12352","alpha","alpha",3
"Cell_12362","alpha","alpha",3
"Cell_12372","alpha","alpha",3
"Cell_12382","activated_stellate","activated_stellate",3
"Cell_12392","ductal","ductal",3
"Cell_12402","alpha","alpha",3
"Cell_12413","alpha","alpha",3
"Cell_12422","acinar","acinar",3
"Cell_12432","acinar","acinar",3
"Cell_12442","beta","beta",3
"Cell_12452","alpha","alpha",3
"Cell_12462","ductal","ductal",3
"Cell_12472","activated_stellate","activated_stellate",3
"Cell_12482","acinar","acinar",3
"Cell_12492","alpha","alpha",3
"Cell_12502","acinar","acinar",3
"Cell_12513","alpha","alpha",3
"Cell_12522","acinar","alpha",3
"Cell_12532","alpha","alpha",3
"Cell_12542","activated_stellate","activated_stellate",3
"Cell_12552","ductal","ductal",3
"Cell_12562","ductal","ductal",3
"Cell_12572","alpha","alpha",3
"Cell_12582","alpha","alpha",3
"Cell_12592","alpha","alpha",3
"Cell_12602","endothelial","endothelial",3
"Cell_12613","beta","beta",3
"Cell_12622","alpha","alpha",3
"Cell_12632","ductal","ductal",3
"Cell_12642","gamma","gamma",3
"Cell_12652","beta","beta",3
"Cell_12662","alpha","alpha",3
"Cell_12672","alpha","alpha",3
"Cell_12682","beta","beta",3
"Cell_12692","acinar","acinar",3
"Cell_12702","mast","mast",3
"Cell_12713","alpha","alpha",3
"Cell_12722","alpha","alpha",3
"Cell_12732","alpha","alpha",3
"Cell_12742","beta","beta",3
"Cell_12752","beta","beta",3
"Cell_12762","quiescent_stellate","quiescent_stellate",3
"Cell_12772","alpha","alpha",3
"Cell_12782","endothelial","endothelial",3
"Cell_12792","beta","beta",3
"Cell_12802","delta","delta",3
"Cell_12813","quiescent_stellate","quiescent_stellate",3
"Cell_12822","beta","beta",3
"Cell_12832","endothelial","endothelial",3
"Cell_12842","endothelial","endothelial",3
"Cell_12852","beta","beta",3
"Cell_12862","acinar","acinar",3
"Cell_12872","acinar","acinar",3
"Cell_12882","acinar","acinar",3
"Cell_12892","acinar","acinar",3
"Cell_12902","acinar","acinar",3
"Cell_12913","acinar","acinar",3
"Cell_12922","acinar","acinar",3
"Cell_12932","acinar","acinar",3
"Cell_12942","alpha","alpha",3
"Cell_12952","acinar","acinar",3
"Cell_12962","acinar","acinar",3
"Cell_12972","acinar","acinar",3
"Cell_12982","acinar","acinar",3
"Cell_12992","acinar","acinar",3
"Cell_13002","acinar","acinar",3
"Cell_13013","acinar","acinar",3
"Cell_13022","acinar","acinar",3
"Cell_13032","acinar","acinar",3
"Cell_13042","beta","beta",3
"Cell_13052","beta","beta",3
"Cell_13062","acinar","acinar",3
"Cell_13072","beta","beta",3
"Cell_13082","alpha","alpha",3
"Cell_13092","acinar","acinar",3
"Cell_13103","acinar","acinar",3
"Cell_13113","acinar","acinar",3
"Cell_13122","beta","beta",3
"Cell_13132","activated_stellate","activated_stellate",3
"Cell_13142","acinar","acinar",3
"Cell_13152","beta","beta",3
"Cell_13162","acinar","acinar",3
"Cell_13172","alpha","alpha",3
"Cell_13182","alpha","alpha",3
"Cell_13192","ductal","ductal",3
"Cell_13202","beta","beta",3
"Cell_13213","acinar","acinar",3
"Cell_13222","acinar","acinar",3
"Cell_13232","ductal","ductal",3
"Cell_13242","ductal","ductal",3
"Cell_13252","acinar","acinar",3
"Cell_13262","delta","delta",3
"Cell_13272","acinar","acinar",3
"Cell_13282","acinar","acinar",3
"Cell_13292","beta","beta",3
"Cell_13302","acinar","acinar",3
"Cell_13313","beta","beta",3
"Cell_13322","delta","delta",3
"Cell_13332","acinar","acinar",3
"Cell_13342","beta","beta",3
"Cell_13352","acinar","acinar",3
"Cell_13362","beta","beta",3
"Cell_13372","alpha","alpha",3
"Cell_13382","ductal","ductal",3
"Cell_13392","beta","beta",3
"Cell_13402","acinar","acinar",3
"Cell_13413","beta","beta",3
"Cell_13422","alpha","alpha",3
"Cell_13432","alpha","alpha",3
"Cell_13442","beta","beta",3
"Cell_13452","alpha","alpha",3
"Cell_13462","beta","beta",3
"Cell_13472","beta","beta",3
"Cell_13482","acinar","acinar",3
"Cell_13492","acinar","acinar",3
"Cell_13502","beta","beta",3
"Cell_13513","acinar","acinar",3
"Cell_13522","alpha","alpha",3
"Cell_13532","alpha","alpha",3
"Cell_13542","beta","beta",3
"Cell_13552","ductal","ductal",3
"Cell_13562","ductal","ductal",3
"Cell_13572","alpha","alpha",3
"Cell_13582","beta","beta",3
"Cell_13592","beta","beta",3
"Cell_13602","activated_stellate","activated_stellate",3
"Cell_13613","acinar","acinar",3
"Cell_13622","alpha","alpha",3
"Cell_13632","alpha","alpha",3
"Cell_13642","endothelial","endothelial",3
"Cell_13652","beta","beta",3
"Cell_13662","beta","beta",3
"Cell_13672","alpha","alpha",3
"Cell_13682","alpha","alpha",3
"Cell_13692","acinar","acinar",3
"Cell_13702","acinar","acinar",3
"Cell_13713","alpha","alpha",3
"Cell_13722","beta","beta",3
"Cell_13732","beta","beta",3
"Cell_13742","alpha","alpha",3
"Cell_13752","alpha","alpha",3
"Cell_13762","alpha","alpha",3
"Cell_13772","alpha","alpha",3
"Cell_13782","alpha","alpha",3
"Cell_13792","ductal","ductal",3
"Cell_13802","acinar","acinar",3
"Cell_13813","beta","beta",3
"Cell_13822","ductal","ductal",3
"Cell_13832","beta","beta",3
"Cell_13842","alpha","alpha",3
"Cell_13852","macrophage","macrophage",3
"Cell_13862","alpha","alpha",3
"Cell_13872","acinar","acinar",3
"Cell_13882","alpha","alpha",3
"Cell_13892","beta","beta",3
"Cell_13902","acinar","acinar",3
"Cell_13913","quiescent_stellate","quiescent_stellate",3
"Cell_13922","beta","beta",3
"Cell_13932","alpha","alpha",3
"Cell_13942","activated_stellate","activated_stellate",3
"Cell_13952","delta","delta",3
"Cell_13962","ductal","ductal",3
"Cell_13972","acinar","acinar",3
"Cell_13982","ductal","ductal",3
"Cell_13992","beta","beta",3
"Cell_14002","beta","beta",3
"Cell_14013","acinar","acinar",3
"Cell_14022","acinar","acinar",3
"Cell_14032","alpha","alpha",3
"Cell_14042","beta","beta",3
"Cell_14052","endothelial","endothelial",3
"Cell_14062","alpha","alpha",3
"Cell_14072","beta","beta",3
"Cell_14082","alpha","alpha",3
"Cell_14092","beta","beta",3
"Cell_14103","ductal","ductal",3
"Cell_14113","acinar","acinar",3
"Cell_14122","beta","beta",3
"Cell_14132","acinar","acinar",3
"Cell_14142","alpha","alpha",3
"Cell_14152","ductal","ductal",3
"Cell_14162","alpha","alpha",3
"Cell_14172","acinar","acinar",3
"Cell_14182","ductal","ductal",3
"Cell_14192","acinar","acinar",3
"Cell_14202","alpha","alpha",3
"Cell_14213","alpha","alpha",3
"Cell_14222","alpha","alpha",3
"Cell_14232","alpha","alpha",3
"Cell_14242","beta","beta",3
"Cell_14252","alpha","alpha",3
"Cell_14262","beta","beta",3
"Cell_14272","ductal","ductal",3
"Cell_14282","alpha","alpha",3
"Cell_14292","alpha","alpha",3
"Cell_14302","ductal","ductal",3
"Cell_14313","ductal","ductal",3
"Cell_14322","alpha","alpha",3
"Cell_14332","endothelial","endothelial",3
"Cell_14342","delta","delta",3
"Cell_14352","alpha","alpha",3
"Cell_14362","beta","beta",3
"Cell_14372","alpha","alpha",3
"Cell_14382","beta","beta",3
"Cell_14392","acinar","acinar",3
"Cell_14402","alpha","alpha",3
"Cell_14413","endothelial","endothelial",3
"Cell_14422","alpha","alpha",3
"Cell_14432","alpha","alpha",3
"Cell_14442","acinar","acinar",3
"Cell_14452","ductal","ductal",3
"Cell_14462","alpha","alpha",3
"Cell_14472","gamma","gamma",3
"Cell_14482","alpha","alpha",3
"Cell_14492","ductal","ductal",3
"Cell_14502","alpha","alpha",3
"Cell_14513","alpha","alpha",3
"Cell_14522","beta","beta",3
"Cell_14532","beta","beta",3
"Cell_14542","beta","beta",3
"Cell_14552","beta","gamma",3
"Cell_14562","alpha","alpha",3
"Cell_14572","beta","beta",3
"Cell_14582","alpha","alpha",3
"Cell_14592","quiescent_stellate","quiescent_stellate",3
"Cell_14602","alpha","alpha",3
"Cell_14613","activated_stellate","activated_stellate",3
"Cell_14622","beta","beta",3
"Cell_14632","beta","beta",3
"Cell_14642","delta","delta",3
"Cell_14652","alpha","alpha",3
"Cell_14662","beta","beta",3
"Cell_14672","delta","delta",3
"Cell_14682","beta","beta",3
"Cell_14692","beta","beta",3
"Cell_14702","beta","beta",3
"Cell_14713","delta","delta",3
"Cell_14722","ductal","ductal",3
"Cell_14732","ductal","ductal",3
"Cell_14742","alpha","alpha",3
"Cell_14752","ductal","ductal",3
"Cell_14762","beta","beta",3
"Cell_14772","delta","delta",3
"Cell_14782","beta","beta",3
"Cell_14792","ductal","ductal",3
"Cell_14802","activated_stellate","activated_stellate",3
"Cell_14813","ductal","ductal",3
"Cell_14822","ductal","ductal",3
"Cell_14832","macrophage","macrophage",3
"Cell_14842","beta","beta",3
"Cell_14852","ductal","ductal",3
"Cell_14862","ductal","ductal",3
"Cell_14872","beta","beta",3
"Cell_14882","beta","beta",3
"Cell_14892","mast","delta",3
"Cell_14902","beta","beta",3
"Cell_14913","activated_stellate","activated_stellate",3
"Cell_14922","alpha","alpha",3
"Cell_14932","activated_stellate","activated_stellate",3
"Cell_14942","activated_stellate","quiescent_stellate",3
"Cell_14952","delta","delta",3
"Cell_14962","beta","beta",3
"Cell_14972","delta","delta",3
"Cell_14982","ductal","ductal",3
"Cell_14992","ductal","ductal",3
"Cell_15002","alpha","alpha",3
"Cell_15013","ductal","ductal",3
"Cell_15022","delta","delta",3
"Cell_15032","ductal","acinar",3
"Cell_15042","alpha","alpha",3
"Cell_15052","beta","beta",3
"Cell_15062","activated_stellate","activated_stellate",3
"Cell_15072","beta","beta",3
"Cell_15082","alpha","alpha",3
"Cell_15092","macrophage","macrophage",3
"Cell_15103","alpha","alpha",3
"Cell_15113","beta","beta",3
"Cell_15122","beta","beta",3
"Cell_15132","ductal","ductal",3
"Cell_15142","ductal","ductal",3
"Cell_15152","gamma","gamma",3
"Cell_15162","alpha","alpha",3
"Cell_15172","beta","beta",3
"Cell_15182","alpha","alpha",3
"Cell_15192","beta","beta",3
"Cell_15202","ductal","ductal",3
"Cell_15213","ductal","ductal",3
"Cell_15222","alpha","alpha",3
"Cell_15232","macrophage","macrophage",3
"Cell_15242","activated_stellate","activated_stellate",3
"Cell_15252","beta","beta",3
"Cell_15262","beta","beta",3
"Cell_15272","beta","beta",3
"Cell_15282","alpha","alpha",3
"Cell_15292","beta","beta",3
"Cell_15302","beta","beta",3
"Cell_15313","beta","beta",3
"Cell_15322","alpha","alpha",3
"Cell_15332","beta","beta",3
"Cell_15342","beta","beta",3
"Cell_15352","alpha","alpha",3
"Cell_15362","ductal","ductal",3
"Cell_15372","ductal","ductal",3
"Cell_15382","alpha","alpha",3
"Cell_15392","beta","beta",3
"Cell_15402","delta","delta",3
"Cell_15413","ductal","ductal",3
"Cell_15422","beta","beta",3
"Cell_15432","beta","beta",3
"Cell_15442","beta","beta",3
"Cell_15452","beta","beta",3
"Cell_15462","beta","beta",3
"Cell_15472","delta","delta",3
"Cell_15482","delta","delta",3
"Cell_15492","activated_stellate","activated_stellate",3
"Cell_15502","beta","beta",3
"Cell_15513","ductal","ductal",3
"Cell_15522","alpha","alpha",3
"Cell_15532","beta","beta",3
"Cell_15542","ductal","ductal",3
"Cell_15552","beta","beta",3
"Cell_15562","alpha","alpha",3
"Cell_15572","alpha","alpha",3
"Cell_15582","activated_stellate","activated_stellate",3
"Cell_15592","alpha","alpha",3
"Cell_15602","ductal","ductal",3
"Cell_15613","alpha","alpha",3
"Cell_15622","beta","beta",3
"Cell_15632","beta","beta",3
"Cell_15642","ductal","ductal",3
"Cell_15652","ductal","ductal",3
"Cell_15662","alpha","alpha",3
"Cell_15672","gamma","gamma",3
"Cell_15682","beta","beta",3
"Cell_15692","activated_stellate","activated_stellate",3
"Cell_15702","alpha","alpha",3
"Cell_15713","beta","beta",3
"Cell_15722","beta","beta",3
"Cell_15732","ductal","ductal",3
"Cell_15742","delta","delta",3
"Cell_15752","beta","beta",3
"Cell_15762","alpha","alpha",3
"Cell_15772","beta","beta",3
"Cell_15782","activated_stellate","activated_stellate",3
"Cell_15792","beta","beta",3
"Cell_15802","beta","beta",3
"Cell_15813","alpha","alpha",3
"Cell_15822","gamma","gamma",3
"Cell_15832","endothelial","endothelial",3
"Cell_15842","gamma","gamma",3
"Cell_15852","beta","beta",3
"Cell_15862","macrophage","macrophage",3
"Cell_15872","ductal","ductal",3
"Cell_15882","beta","beta",3
"Cell_15892","ductal","ductal",3
"Cell_15902","ductal","ductal",3
"Cell_15913","beta","beta",3
"Cell_15922","ductal","ductal",3
"Cell_15932","delta","delta",3
"Cell_15942","ductal","ductal",3
"Cell_15952","beta","beta",3
"Cell_15962","ductal","ductal",3
"Cell_15972","ductal","ductal",3
"Cell_15982","delta","delta",3
"Cell_15992","ductal","ductal",3
"Cell_16002","ductal","ductal",3
"Cell_16013","beta","beta",3
"Cell_16022","beta","beta",3
"Cell_16032","alpha","alpha",3
"Cell_16042","beta","beta",3
"Cell_16052","beta","beta",3
"Cell_16062","alpha","alpha",3
"Cell_16072","alpha","alpha",3
"Cell_16082","ductal","ductal",3
"Cell_16092","alpha","alpha",3
"Cell_16103","ductal","ductal",3
"Cell_16113","alpha","alpha",3
"Cell_16122","beta","beta",3
"Cell_16132","delta","delta",3
"Cell_16142","ductal","ductal",3
"Cell_16152","alpha","alpha",3
"Cell_16162","beta","beta",3
"Cell_16172","delta","delta",3
"Cell_16182","beta","beta",3
"Cell_16192","ductal","ductal",3
"Cell_16202","delta","delta",3
"Cell_16213","ductal","ductal",3
"Cell_16222","beta","beta",3
"Cell_16232","delta","delta",3
"Cell_16242","ductal","ductal",3
"Cell_16252","ductal","ductal",3
"Cell_16262","ductal","ductal",3
"Cell_16272","gamma","gamma",3
"Cell_16282","ductal","ductal",3
"Cell_16292","beta","beta",3
"Cell_16302","ductal","ductal",3
"Cell_16313","acinar","ductal",3
"Cell_16322","alpha","alpha",3
"Cell_16332","beta","beta",3
"Cell_16342","alpha","alpha",3
"Cell_16352","delta","delta",3
"Cell_16362","ductal","ductal",3
"Cell_16372","ductal","ductal",3
"Cell_16382","beta","beta",3
"Cell_16392","beta","beta",3
"Cell_16402","alpha","alpha",3
"Cell_16413","alpha","alpha",3
"Cell_16422","ductal","ductal",3
"Cell_16432","beta","beta",3
"Cell_16442","ductal","ductal",3
"Cell_16452","beta","beta",3
"Cell_16462","delta","delta",3
"Cell_16472","ductal","ductal",3
"Cell_16482","alpha","alpha",3
"Cell_16492","ductal","ductal",3
"Cell_16502","ductal","ductal",3
"Cell_16513","alpha","alpha",3
"Cell_16522","beta","beta",3
"Cell_16532","ductal","ductal",3
"Cell_16542","ductal","ductal",3
"Cell_16552","beta","beta",3
"Cell_16562","beta","beta",3
"Cell_16572","beta","beta",3
"Cell_16582","alpha","alpha",3
"Cell_16592","alpha","alpha",3
"Cell_16602","beta","beta",3
"Cell_16613","activated_stellate","activated_stellate",3
"Cell_16622","ductal","ductal",3
"Cell_16632","gamma","gamma",3
"Cell_16642","activated_stellate","activated_stellate",3
"Cell_16652","ductal","ductal",3
"Cell_16662","alpha","alpha",3
"Cell_16672","ductal","ductal",3
"Cell_16682","gamma","gamma",3
"Cell_16692","ductal","ductal",3
"Cell_16702","activated_stellate","activated_stellate",3
"Cell_16713","activated_stellate","activated_stellate",3
"Cell_16722","beta","beta",3
"Cell_16732","beta","beta",3
"Cell_16742","delta","delta",3
"Cell_16752","ductal","ductal",3
"Cell_16762","beta","beta",3
"Cell_16772","beta","beta",3
"Cell_16782","alpha","alpha",3
"Cell_16792","beta","beta",3
"Cell_16802","beta","beta",3
"Cell_16813","beta","beta",3
"Cell_16822","alpha","alpha",3
"Cell_16832","alpha","alpha",3
"Cell_16842","alpha","alpha",3
"Cell_16852","beta","beta",3
"Cell_16862","alpha","alpha",3
"Cell_16872","alpha","alpha",3
"Cell_16882","beta","beta",3
"Cell_16892","beta","beta",3
"Cell_16902","gamma","gamma",3
"Cell_16913","beta","beta",3
"Cell_16922","beta","beta",3
"Cell_16932","beta","beta",3
"Cell_16942","beta","beta",3
"Cell_16952","beta","beta",3
"Cell_16962","alpha","alpha",3
"Cell_16972","alpha","alpha",3
"Cell_16982","gamma","delta",3
"Cell_16992","ductal","ductal",3
"Cell_17002","beta","beta",3
"Cell_17013","alpha","alpha",3
"Cell_17022","alpha","alpha",3
"Cell_17032","beta","beta",3
"Cell_17042","beta","beta",3
"Cell_17052","alpha","alpha",3
"Cell_17062","alpha","alpha",3
"Cell_17072","alpha","alpha",3
"Cell_17082","ductal","ductal",3
"Cell_17092","ductal","ductal",3
"Cell_17102","ductal","ductal",3
"Cell_17112","beta","beta",3
"Cell_17122","beta","beta",3
"Cell_17132","beta","beta",3
"Cell_17142","beta","beta",3
"Cell_1720","acinar","acinar",4
"Cell_2104","activated_stellate","activated_stellate",4
"Cell_3104","ductal","ductal",4
"Cell_4104","delta","delta",4
"Cell_5104","acinar","acinar",4
"Cell_6104","delta","delta",4
"Cell_7104","beta","beta",4
"Cell_8104","alpha","alpha",4
"Cell_9104","alpha","alpha",4
"Cell_10104","delta","delta",4
"Cell_11104","beta","beta",4
"Cell_12104","beta","beta",4
"Cell_13104","beta","beta",4
"Cell_14104","delta","delta",4
"Cell_15104","delta","delta",4
"Cell_16104","beta","beta",4
"Cell_1723","beta","beta",4
"Cell_1814","delta","delta",4
"Cell_1914","beta","beta",4
"Cell_2014","beta","beta",4
"Cell_2114","delta","delta",4
"Cell_2214","beta","beta",4
"Cell_2314","beta","beta",4
"Cell_2414","beta","beta",4
"Cell_2514","acinar","acinar",4
"Cell_2614","beta","beta",4
"Cell_2714","beta","beta",4
"Cell_2814","beta","beta",4
"Cell_2914","acinar","acinar",4
"Cell_3014","beta","beta",4
"Cell_3114","alpha","alpha",4
"Cell_3214","beta","beta",4
"Cell_3314","delta","delta",4
"Cell_3414","alpha","alpha",4
"Cell_3514","beta","beta",4
"Cell_3614","ductal","ductal",4
"Cell_3714","beta","beta",4
"Cell_3814","quiescent_stellate","quiescent_stellate",4
"Cell_3914","beta","beta",4
"Cell_4014","delta","delta",4
"Cell_4114","activated_stellate","activated_stellate",4
"Cell_4214","beta","beta",4
"Cell_4314","alpha","alpha",4
"Cell_4414","endothelial","endothelial",4
"Cell_4514","delta","delta",4
"Cell_4614","delta","delta",4
"Cell_4714","gamma","gamma",4
"Cell_4814","beta","beta",4
"Cell_4914","delta","delta",4
"Cell_5014","alpha","alpha",4
"Cell_5114","beta","beta",4
"Cell_5214","delta","delta",4
"Cell_5314","beta","beta",4
"Cell_5414","macrophage","macrophage",4
"Cell_5514","beta","beta",4
"Cell_5614","delta","delta",4
"Cell_5714","beta","beta",4
"Cell_5814","beta","beta",4
"Cell_5914","endothelial","endothelial",4
"Cell_6014","alpha","alpha",4
"Cell_6114","quiescent_stellate","quiescent_stellate",4
"Cell_6214","beta","beta",4
"Cell_6314","beta","beta",4
"Cell_6414","alpha","alpha",4
"Cell_6514","beta","beta",4
"Cell_6614","ductal","ductal",4
"Cell_6714","quiescent_stellate","quiescent_stellate",4
"Cell_6814","beta","beta",4
"Cell_6914","gamma","gamma",4
"Cell_7014","beta","beta",4
"Cell_7114","quiescent_stellate","quiescent_stellate",4
"Cell_7214","endothelial","endothelial",4
"Cell_7314","delta","delta",4
"Cell_7414","ductal","ductal",4
"Cell_7514","beta","beta",4
"Cell_7614","endothelial","endothelial",4
"Cell_7714","activated_stellate","activated_stellate",4
"Cell_7814","ductal","ductal",4
"Cell_7914","acinar","acinar",4
"Cell_8014","endothelial","endothelial",4
"Cell_8114","gamma","gamma",4
"Cell_8214","gamma","gamma",4
"Cell_8314","alpha","beta",4
"Cell_8414","alpha","alpha",4
"Cell_8514","beta","beta",4
"Cell_8614","ductal","ductal",4
"Cell_8714","acinar","acinar",4
"Cell_8814","beta","beta",4
"Cell_8914","alpha","alpha",4
"Cell_9014","beta","beta",4
"Cell_9114","endothelial","endothelial",4
"Cell_9214","acinar","acinar",4
"Cell_9314","beta","beta",4
"Cell_9414","beta","beta",4
"Cell_9514","gamma","gamma",4
"Cell_9614","beta","beta",4
"Cell_9714","beta","beta",4
"Cell_9814","delta","delta",4
"Cell_9914","alpha","alpha",4
"Cell_10014","quiescent_stellate","quiescent_stellate",4
"Cell_10114","beta","beta",4
"Cell_10214","endothelial","endothelial",4
"Cell_10314","delta","delta",4
"Cell_10414","endothelial","endothelial",4
"Cell_10514","quiescent_stellate","quiescent_stellate",4
"Cell_10614","beta","beta",4
"Cell_10714","alpha","alpha",4
"Cell_10814","beta","beta",4
"Cell_10914","beta","beta",4
"Cell_11014","mast","mast",4
"Cell_11114","beta","beta",4
"Cell_11214","beta","beta",4
"Cell_11314","macrophage","macrophage",4
"Cell_11414","endothelial","endothelial",4
"Cell_11514","ductal","ductal",4
"Cell_11614","quiescent_stellate","quiescent_stellate",4
"Cell_11714","endothelial","endothelial",4
"Cell_11814","endothelial","endothelial",4
"Cell_11914","alpha","alpha",4
"Cell_12014","acinar","delta",4
"Cell_12114","delta","delta",4
"Cell_12214","alpha","alpha",4
"Cell_12314","delta","delta",4
"Cell_12414","delta","delta",4
"Cell_12514","acinar","acinar",4
"Cell_12614","delta","delta",4
"Cell_12714","gamma","gamma",4
"Cell_12814","delta","delta",4
"Cell_12914","alpha","alpha",4
"Cell_13014","delta","delta",4
"Cell_13114","beta","beta",4
"Cell_13214","acinar","acinar",4
"Cell_13314","delta","delta",4
"Cell_13414","delta","delta",4
"Cell_13514","beta","beta",4
"Cell_13614","delta","delta",4
"Cell_13714","beta","beta",4
"Cell_13814","ductal","ductal",4
"Cell_13914","beta","beta",4
"Cell_14014","acinar","acinar",4
"Cell_14114","alpha","alpha",4
"Cell_14214","beta","beta",4
"Cell_14314","beta","beta",4
"Cell_14414","acinar","acinar",4
"Cell_14514","alpha","alpha",4
"Cell_14614","ductal","ductal",4
"Cell_14714","beta","beta",4
"Cell_14814","macrophage","macrophage",4
"Cell_14914","delta","delta",4
"Cell_15014","beta","beta",4
"Cell_15114","beta","beta",4
"Cell_15214","activated_stellate","activated_stellate",4
"Cell_15314","beta","beta",4
"Cell_15414","beta","beta",4
"Cell_15514","beta","beta",4
"Cell_15614","beta","beta",4
"Cell_15714","beta","beta",4
"Cell_15814","beta","beta",4
"Cell_15914","beta","beta",4
"Cell_16014","ductal","ductal",4
"Cell_16114","beta","beta",4
"Cell_16214","delta","delta",4
"Cell_16314","beta","beta",4
"Cell_16414","beta","beta",4
"Cell_16514","activated_stellate","activated_stellate",4
"Cell_16614","beta","beta",4
"Cell_16714","alpha","alpha",4
"Cell_16814","gamma","gamma",4
"Cell_16914","alpha","alpha",4
"Cell_17014","beta","beta",4
"Cell_17113","beta","beta",4
"Cell_1724","alpha","alpha",4
"Cell_1733","ductal","ductal",4
"Cell_1743","ductal","ductal",4
"Cell_1753","schwann","schwann",4
"Cell_1763","beta","beta",4
"Cell_1773","alpha","alpha",4
"Cell_1783","beta","beta",4
"Cell_1793","alpha","alpha",4
"Cell_1803","beta","beta",4
"Cell_1815","alpha","alpha",4
"Cell_1823","beta","beta",4
"Cell_1833","ductal","ductal",4
"Cell_1843","quiescent_stellate","activated_stellate",4
"Cell_1853","beta","beta",4
"Cell_1863","gamma","gamma",4
"Cell_1873","beta","beta",4
"Cell_1883","alpha","alpha",4
"Cell_1893","beta","beta",4
"Cell_1903","beta","beta",4
"Cell_1915","activated_stellate","activated_stellate",4
"Cell_1923","beta","beta",4
"Cell_1933","acinar","acinar",4
"Cell_1943","gamma","gamma",4
"Cell_1953","macrophage","macrophage",4
"Cell_1963","acinar","acinar",4
"Cell_1973","delta","delta",4
"Cell_1983","beta","beta",4
"Cell_1993","beta","beta",4
"Cell_2003","alpha","alpha",4
"Cell_2015","ductal","ductal",4
"Cell_2023","beta","beta",4
"Cell_2033","beta","beta",4
"Cell_2043","beta","beta",4
"Cell_2053","acinar","acinar",4
"Cell_2063","activated_stellate","activated_stellate",4
"Cell_2073","endothelial","endothelial",4
"Cell_2083","ductal","ductal",4
"Cell_2093","delta","delta",4
"Cell_2105","beta","beta",4
"Cell_2115","beta","beta",4
"Cell_2123","endothelial","endothelial",4
"Cell_2133","beta","beta",4
"Cell_2143","gamma","gamma",4
"Cell_2153","endothelial","endothelial",4
"Cell_2163","quiescent_stellate","quiescent_stellate",4
"Cell_2173","beta","beta",4
"Cell_2183","ductal","ductal",4
"Cell_2193","endothelial","endothelial",4
"Cell_2203","endothelial","endothelial",4
"Cell_2215","quiescent_stellate","quiescent_stellate",4
"Cell_2223","ductal","ductal",4
"Cell_2233","quiescent_stellate","quiescent_stellate",4
"Cell_2243","gamma","gamma",4
"Cell_2253","beta","beta",4
"Cell_2263","alpha","alpha",4
"Cell_2273","beta","beta",4
"Cell_2283","endothelial","endothelial",4
"Cell_2293","beta","beta",4
"Cell_2303","beta","beta",4
"Cell_2315","alpha","alpha",4
"Cell_2323","schwann","schwann",4
"Cell_2333","quiescent_stellate","quiescent_stellate",4
"Cell_2343","endothelial","endothelial",4
"Cell_2353","beta","beta",4
"Cell_2363","endothelial","endothelial",4
"Cell_2373","beta","beta",4
"Cell_2383","quiescent_stellate","quiescent_stellate",4
"Cell_2393","endothelial","endothelial",4
"Cell_2403","endothelial","endothelial",4
"Cell_2415","beta","beta",4
"Cell_2423","alpha","alpha",4
"Cell_2433","quiescent_stellate","quiescent_stellate",4
"Cell_2443","quiescent_stellate","quiescent_stellate",4
"Cell_2453","beta","beta",4
"Cell_2463","quiescent_stellate","quiescent_stellate",4
"Cell_2473","endothelial","endothelial",4
"Cell_2483","quiescent_stellate","quiescent_stellate",4
"Cell_2493","quiescent_stellate","quiescent_stellate",4
"Cell_2503","beta","beta",4
"Cell_2515","beta","beta",4
"Cell_2523","endothelial","endothelial",4
"Cell_2533","quiescent_stellate","quiescent_stellate",4
"Cell_2543","endothelial","endothelial",4
"Cell_2553","alpha","alpha",4
"Cell_2563","quiescent_stellate","quiescent_stellate",4
"Cell_2573","acinar","acinar",4
"Cell_2583","acinar","acinar",4
"Cell_2593","activated_stellate","activated_stellate",4
"Cell_2603","delta","delta",4
"Cell_2615","beta","beta",4
"Cell_2623","acinar","acinar",4
"Cell_2633","beta","beta",4
"Cell_2643","delta","delta",4
"Cell_2653","acinar","acinar",4
"Cell_2663","beta","beta",4
"Cell_2673","beta","beta",4
"Cell_2683","delta","activated_stellate",4
"Cell_2693","beta","beta",4
"Cell_2703","beta","beta",4
"Cell_2715","delta","delta",4
"Cell_2723","beta","beta",4
"Cell_2733","beta","beta",4
"Cell_2743","beta","beta",4
"Cell_2753","alpha","alpha",4
"Cell_2763","beta","beta",4
"Cell_2773","delta","delta",4
"Cell_2783","acinar","acinar",4
"Cell_2793","beta","beta",4
"Cell_2803","alpha","alpha",4
"Cell_2815","beta","beta",4
"Cell_2823","acinar","acinar",4
"Cell_2833","beta","beta",4
"Cell_2843","beta","beta",4
"Cell_2853","acinar","acinar",4
"Cell_2863","beta","beta",4
"Cell_2873","alpha","alpha",4
"Cell_2883","beta","beta",4
"Cell_2893","acinar","acinar",4
"Cell_2903","beta","beta",4
"Cell_2915","beta","beta",4
"Cell_2923","beta","beta",4
"Cell_2933","acinar","acinar",4
"Cell_2943","beta","beta",4
"Cell_2953","beta","beta",4
"Cell_2963","beta","beta",4
"Cell_2973","alpha","alpha",4
"Cell_2983","beta","beta",4
"Cell_2993","gamma","gamma",4
"Cell_3003","delta","delta",4
